"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02741V03309","Sub Sector","UNIT","VALUE"
"EHQ10C01","Employment","20154","2015Q4","10","Non commercial Semi-State companies","Number","12000"
"EHQ10C01","Employment","20154","2015Q4","-","Total Public Sector including Semi State bodies","Number","379700"
"EHQ10C01","Employment","20154","2015Q4","08","Total Public Sector excluding Semi State bodies","Number","327300"
"EHQ10C01","Employment","20161","2016Q1","01","Civil service","Number","43600"
"EHQ10C01","Employment","20161","2016Q1","02","Defence","Number","9500"
"EHQ10C01","Employment","20161","2016Q1","03","Garda Siochana","Number","12800"
"EHQ10C01","Employment","20161","2016Q1","04","Education","Number","112000"
"EHQ10C01","Employment","20161","2016Q1","05","Regional bodies","Number","32700"
"EHQ10C01","Employment","20161","2016Q1","06","Health","Number","123100"
"EHQ10C01","Employment","20161","2016Q1","07","Semi-State companies","Number","52800"
"EHQ10C01","Employment","20161","2016Q1","09","Commercial Semi-State companies","Number","40700"
"EHQ10C01","Employment","20161","2016Q1","10","Non commercial Semi-State companies","Number","12100"
"EHQ10C01","Employment","20161","2016Q1","-","Total Public Sector including Semi State bodies","Number","386600"
"EHQ10C01","Employment","20161","2016Q1","08","Total Public Sector excluding Semi State bodies","Number","333800"
"EHQ10C01","Employment","20162","2016Q2","01","Civil service","Number","44200"
"EHQ10C01","Employment","20162","2016Q2","02","Defence","Number","9500"
"EHQ10C01","Employment","20162","2016Q2","03","Garda Siochana","Number","12800"
"EHQ10C01","Employment","20162","2016Q2","04","Education","Number","113100"
"EHQ10C01","Employment","20162","2016Q2","05","Regional bodies","Number","33100"
"EHQ10C01","Employment","20162","2016Q2","06","Health","Number","124000"
"EHQ10C01","Employment","20162","2016Q2","07","Semi-State companies","Number","52900"
"EHQ10C01","Employment","20162","2016Q2","09","Commercial Semi-State companies","Number","40500"
"EHQ10C01","Employment","20162","2016Q2","10","Non commercial Semi-State companies","Number","12300"
"EHQ10C01","Employment","20162","2016Q2","-","Total Public Sector including Semi State bodies","Number","389800"
"EHQ10C01","Employment","20162","2016Q2","08","Total Public Sector excluding Semi State bodies","Number","336900"
"EHQ10C01","Employment","20163","2016Q3","01","Civil service","Number","39900"
"EHQ10C01","Employment","20163","2016Q3","02","Defence","Number","9400"
"EHQ10C01","Employment","20163","2016Q3","03","Garda Siochana","Number","13000"
"EHQ10C01","Employment","20163","2016Q3","04","Education","Number","108600"
"EHQ10C01","Employment","20163","2016Q3","05","Regional bodies","Number","33200"
"EHQ10C01","Employment","20163","2016Q3","06","Health","Number","125600"
"EHQ10C01","Employment","20163","2016Q3","07","Semi-State companies","Number","53100"
"EHQ10C01","Employment","20163","2016Q3","09","Commercial Semi-State companies","Number","40600"
"EHQ10C01","Employment","20163","2016Q3","10","Non commercial Semi-State companies","Number","12500"
"EHQ10C01","Employment","20163","2016Q3","-","Total Public Sector including Semi State bodies","Number","382900"
"EHQ10C01","Employment","20163","2016Q3","08","Total Public Sector excluding Semi State bodies","Number","329800"
"EHQ10C01","Employment","20164","2016Q4","01","Civil service","Number","39900"
"EHQ10C01","Employment","20164","2016Q4","02","Defence","Number","9500"
"EHQ10C01","Employment","20164","2016Q4","03","Garda Siochana","Number","13200"
"EHQ10C01","Employment","20164","2016Q4","04","Education","Number","112000"
"EHQ10C01","Employment","20164","2016Q4","05","Regional bodies","Number","33100"
"EHQ10C01","Employment","20164","2016Q4","06","Health","Number","125600"
"EHQ10C01","Employment","20164","2016Q4","07","Semi-State companies","Number","53100"
"EHQ10C01","Employment","20164","2016Q4","09","Commercial Semi-State companies","Number","40600"
"EHQ10C01","Employment","20164","2016Q4","10","Non commercial Semi-State companies","Number","12500"
"EHQ10C01","Employment","20164","2016Q4","-","Total Public Sector including Semi State bodies","Number","386300"
"EHQ10C01","Employment","20164","2016Q4","08","Total Public Sector excluding Semi State bodies","Number","333300"
"EHQ10C01","Employment","20171","2017Q1","01","Civil service","Number","39900"
"EHQ10C01","Employment","20171","2017Q1","02","Defence","Number","9500"
"EHQ10C01","Employment","20171","2017Q1","03","Garda Siochana","Number","13300"
"EHQ10C01","Employment","20171","2017Q1","04","Education","Number","112800"
"EHQ10C01","Employment","20171","2017Q1","05","Regional bodies","Number","33000"
"EHQ10C01","Employment","20171","2017Q1","06","Health","Number","127500"
"EHQ10C01","Employment","20171","2017Q1","07","Semi-State companies","Number","53600"
"EHQ10C01","Employment","20171","2017Q1","09","Commercial Semi-State companies","Number","41000"
"EHQ10C01","Employment","20171","2017Q1","10","Non commercial Semi-State companies","Number","12600"
"EHQ10C01","Employment","20171","2017Q1","-","Total Public Sector including Semi State bodies","Number","389600"
"EHQ10C01","Employment","20171","2017Q1","08","Total Public Sector excluding Semi State bodies","Number","336100"
"EHQ10C01","Employment","20172","2017Q2","01","Civil service","Number","40300"
"EHQ10C01","Employment","20172","2017Q2","02","Defence","Number","9400"
"EHQ10C01","Employment","20172","2017Q2","03","Garda Siochana","Number","13500"
"EHQ10C01","Employment","20172","2017Q2","04","Education","Number","114600"
"EHQ10C01","Employment","20172","2017Q2","05","Regional bodies","Number","33400"
"EHQ10C01","Employment","20172","2017Q2","06","Health","Number","128500"
"EHQ10C01","Employment","20172","2017Q2","07","Semi-State companies","Number","54000"
"EHQ10C01","Employment","20172","2017Q2","09","Commercial Semi-State companies","Number","41100"
"EHQ10C01","Employment","20172","2017Q2","10","Non commercial Semi-State companies","Number","12800"
"EHQ10C01","Employment","20172","2017Q2","-","Total Public Sector including Semi State bodies","Number","393700"
"EHQ10C01","Employment","20172","2017Q2","08","Total Public Sector excluding Semi State bodies","Number","339700"
"EHQ10C01","Employment","20173","2017Q3","01","Civil service","Number","40500"
"EHQ10C01","Employment","20173","2017Q3","02","Defence","Number","9400"
"EHQ10C01","Employment","20173","2017Q3","03","Garda Siochana","Number","13700"
"EHQ10C01","Employment","20173","2017Q3","04","Education","Number","111300"
"EHQ10C01","Employment","20173","2017Q3","05","Regional bodies","Number","33400"
"EHQ10C01","Employment","20173","2017Q3","06","Health","Number","129700"
"EHQ10C01","Employment","20173","2017Q3","07","Semi-State companies","Number","54400"
"EHQ10C01","Employment","20173","2017Q3","09","Commercial Semi-State companies","Number","41500"
"EHQ10C01","Employment","20173","2017Q3","10","Non commercial Semi-State companies","Number","12900"
"EHQ10C01","Employment","20173","2017Q3","-","Total Public Sector including Semi State bodies","Number","392300"
"EHQ10C01","Employment","20173","2017Q3","08","Total Public Sector excluding Semi State bodies","Number","337900"
"EHQ10C01","Employment","20174","2017Q4","01","Civil service","Number","41000"
"EHQ10C01","Employment","20174","2017Q4","02","Defence","Number","9400"
"EHQ10C01","Employment","20174","2017Q4","03","Garda Siochana","Number","13800"
"EHQ10C01","Employment","20174","2017Q4","04","Education","Number","113900"
"EHQ10C01","Employment","20174","2017Q4","05","Regional bodies","Number","33400"
"EHQ10C01","Employment","20174","2017Q4","06","Health","Number","129900"
"EHQ10C01","Employment","20174","2017Q4","07","Semi-State companies","Number","54500"
"EHQ10C01","Employment","20174","2017Q4","09","Commercial Semi-State companies","Number","41500"
"EHQ10C01","Employment","20174","2017Q4","10","Non commercial Semi-State companies","Number","13100"
"EHQ10C01","Employment","20174","2017Q4","-","Total Public Sector including Semi State bodies","Number","396000"
"EHQ10C01","Employment","20174","2017Q4","08","Total Public Sector excluding Semi State bodies","Number","341500"
"EHQ10C01","Employment","20181","2018Q1","01","Civil service","Number","41000"
"EHQ10C01","Employment","20181","2018Q1","02","Defence","Number","9400"
"EHQ10C01","Employment","20181","2018Q1","03","Garda Siochana","Number","14000"
"EHQ10C01","Employment","20181","2018Q1","04","Education","Number","114500"
"EHQ10C01","Employment","20181","2018Q1","05","Regional bodies","Number","33600"
"EHQ10C01","Employment","20181","2018Q1","06","Health","Number","131100"
"EHQ10C01","Employment","20181","2018Q1","07","Semi-State companies","Number","53900"
"EHQ10C01","Employment","20181","2018Q1","09","Commercial Semi-State companies","Number","41000"
"EHQ10C01","Employment","20181","2018Q1","10","Non commercial Semi-State companies","Number","12900"
"EHQ10C01","Employment","20181","2018Q1","-","Total Public Sector including Semi State bodies","Number","397500"
"EHQ10C01","Employment","20181","2018Q1","08","Total Public Sector excluding Semi State bodies","Number","343600"
"EHQ10C01","Employment","20182","2018Q2","01","Civil service","Number","41700"
"EHQ10C01","Employment","20182","2018Q2","02","Defence","Number","9300"
"EHQ10C01","Employment","20182","2018Q2","03","Garda Siochana","Number","14100"
"EHQ10C01","Employment","20182","2018Q2","04","Education","Number","115400"
"EHQ10C01","Employment","20182","2018Q2","05","Regional bodies","Number","33800"
"EHQ10C01","Employment","20182","2018Q2","06","Health","Number","132400"
"EHQ10C01","Employment","20182","2018Q2","07","Semi-State companies","Number","54200"
"EHQ10C01","Employment","20182","2018Q2","09","Commercial Semi-State companies","Number","40800"
"EHQ10C01","Employment","20182","2018Q2","10","Non commercial Semi-State companies","Number","13400"
"EHQ10C01","Employment","20182","2018Q2","-","Total Public Sector including Semi State bodies","Number","400900"
"EHQ10C01","Employment","20182","2018Q2","08","Total Public Sector excluding Semi State bodies","Number","346700"
"EHQ10C01","Employment","20183","2018Q3","01","Civil service","Number","41700"
"EHQ10C01","Employment","20183","2018Q3","02","Defence","Number","9300"
"EHQ10C01","Employment","20183","2018Q3","03","Garda Siochana","Number","14200"
"EHQ10C01","Employment","20183","2018Q3","04","Education","Number","112100"
"EHQ10C01","Employment","20183","2018Q3","05","Regional bodies","Number","34300"
"EHQ10C01","Employment","20183","2018Q3","06","Health","Number","133300"
"EHQ10C01","Employment","20183","2018Q3","07","Semi-State companies","Number","54900"
"EHQ10C01","Employment","20183","2018Q3","09","Commercial Semi-State companies","Number","41100"
"EHQ10C01","Employment","20183","2018Q3","10","Non commercial Semi-State companies","Number","13900"
"EHQ10C01","Employment","20183","2018Q3","-","Total Public Sector including Semi State bodies","Number","399800"
"EHQ10C01","Employment","20183","2018Q3","08","Total Public Sector excluding Semi State bodies","Number","344900"
"EHQ10C01","Employment","20184","2018Q4","01","Civil service","Number","41900"
"EHQ10C01","Employment","20184","2018Q4","02","Defence","Number","9300"
"EHQ10C01","Employment","20184","2018Q4","03","Garda Siochana","Number","14400"
"EHQ10C01","Employment","20184","2018Q4","04","Education","Number","114000"
"EHQ10C01","Employment","20184","2018Q4","05","Regional bodies","Number","34200"
"EHQ10C01","Employment","20184","2018Q4","06","Health","Number","134000"
"EHQ10C01","Employment","20184","2018Q4","07","Semi-State companies","Number","55500"
"EHQ10C01","Employment","20184","2018Q4","09","Commercial Semi-State companies","Number","41600"
"EHQ10C01","Employment","20184","2018Q4","10","Non commercial Semi-State companies","Number","13800"
"EHQ10C01","Employment","20184","2018Q4","-","Total Public Sector including Semi State bodies","Number","403300"
"EHQ10C01","Employment","20184","2018Q4","08","Total Public Sector excluding Semi State bodies","Number","347800"
"EHQ10C01","Employment","20191","2019Q1","01","Civil service","Number","42300"
"EHQ10C01","Employment","20191","2019Q1","02","Defence","Number","9300"
"EHQ10C01","Employment","20191","2019Q1","03","Garda Siochana","Number","14300"
"EHQ10C01","Employment","20191","2019Q1","04","Education","Number","114100"
"EHQ10C01","Employment","20191","2019Q1","05","Regional bodies","Number","34500"
"EHQ10C01","Employment","20191","2019Q1","06","Health","Number","133800"
"EHQ10C01","Employment","20191","2019Q1","07","Semi-State companies","Number","55400"
"EHQ10C01","Employment","20191","2019Q1","09","Commercial Semi-State companies","Number","41300"
"EHQ10C01","Employment","20191","2019Q1","10","Non commercial Semi-State companies","Number","14200"
"EHQ10C01","Employment","20191","2019Q1","-","Total Public Sector including Semi State bodies","Number","403800"
"EHQ10C01","Employment","20191","2019Q1","08","Total Public Sector excluding Semi State bodies","Number","348300"
"EHQ10C01","Employment","20192","2019Q2","01","Civil service","Number","43500"
"EHQ10C01","Employment","20192","2019Q2","02","Defence","Number","9100"
"EHQ10C01","Employment","20192","2019Q2","03","Garda Siochana","Number","14400"
"EHQ10C01","Employment","20192","2019Q2","04","Education","Number","115000"
"EHQ10C01","Employment","20192","2019Q2","05","Regional bodies","Number","34500"
"EHQ10C01","Employment","20192","2019Q2","06","Health","Number","135800"
"EHQ10C01","Employment","20192","2019Q2","07","Semi-State companies","Number","55600"
"EHQ10C01","Employment","20192","2019Q2","09","Commercial Semi-State companies","Number","41500"
"EHQ10C01","Employment","20192","2019Q2","10","Non commercial Semi-State companies","Number","14100"
